Exo_type_id,Exo_type,Exo_objective,Exo_focus,Exo_id,Source_format,Target_format,Source_sentence_id,Source_word_id,Source_lang,Target_lang,Full_sentence,Instruction,Sentence_w_blank,Right_answer,Dist_1,Dist_2,Dist_3,Explanation,Difficulty,Remediation
10,Flashcards,Learning vocabulary,,734,text,text,,734.0,French,English,Solar Energy,,,Energie solaire,,,,,B2,
10,Flashcards,Learning vocabulary,,735,text,text,,735.0,French,English,Energy,,,Energie,,,,,B2,
10,Flashcards,Learning vocabulary,,736,text,text,,736.0,French,English,Wind mill,,,Eolienne,,,,,B1,
10,Flashcards,Learning vocabulary,,737,text,text,,737.0,French,English,Dam,,,Barrage,,,,,A2,
10,Flashcards,Learning vocabulary,,738,text,text,,738.0,French,English,Solar panel,,,Panneau solaire,,,,,B2,
10,Flashcards,Learning vocabulary,,739,text,text,,739.0,French,English,Recycling,,,Recyclage,,,,,C1,
10,Flashcards,Learning vocabulary,,740,text,text,,740.0,French,English,Reforestation,,,Reforestation,,,,,C1,
10,Flashcards,Learning vocabulary,,741,text,text,,741.0,French,English,Protected area,,,Zone protégée,,,,,B2,
10,Flashcards,Learning vocabulary,,742,text,text,,742.0,French,English,Overfishing,,,Surpêche,,,,,C1,
10,Flashcards,Learning vocabulary,,743,text,text,,743.0,French,English,Waste,,,Déchets,,,,,B2,
10,Flashcards,Learning vocabulary,,744,text,text,,744.0,French,English,Uranium,,,Uranium,,,,,C1,
10,Flashcards,Learning vocabulary,,745,text,text,,745.0,French,English,Nuclear waste,,,Déchets nucléaires,,,,,B2,
10,Flashcards,Learning vocabulary,,746,text,text,,746.0,French,English,Treatment,,,Traitement,,,,,C1,
10,Flashcards,Learning vocabulary,,747,text,text,,747.0,French,English,Wastewater,,,Eaux usées,,,,,C1,
10,Flashcards,Learning vocabulary,,748,text,text,,748.0,French,English,Pollution,,,Pollution,,,,,C1,
10,Flashcards,Learning vocabulary,,749,text,text,,749.0,French,English,Nuclear power plant,,,Centrale nucléaire,,,,,B2,
10,Flashcards,Learning vocabulary,,750,text,text,,750.0,French,English,GMO,,,OGM,,,,,B1,
10,Flashcards,Learning vocabulary,,751,text,text,,751.0,French,English,Contamination,,,Contamination,,,,,C1,
10,Flashcards,Learning vocabulary,,752,text,text,,752.0,French,English,Decontamination,,,Décontamination,,,,,C1,
10,Flashcards,Learning vocabulary,,753,text,text,,753.0,French,English,Restoration,,,Restauration,,,,,C1,
10,Flashcards,Learning vocabulary,,754,text,text,,754.0,French,English,Reintroduction,,,Réintroduction,,,,,C1,
10,Flashcards,Learning vocabulary,,755,text,text,,755.0,French,English,Cleaning,,,Nettoyage,,,,,C1,
10,Flashcards,Learning vocabulary,,756,text,text,,756.0,French,English,Activist,,,Militant,,,,,C1,
10,Flashcards,Learning vocabulary,,757,text,text,,757.0,French,English,Review,,,Examen,,,,,B2,
10,Flashcards,Learning vocabulary,,758,text,text,,758.0,French,English,batch,,,Promotion,,,,,B2,
10,Flashcards,Learning vocabulary,,759,text,text,,759.0,French,English,Family,,,Famille,,,,,B1,
10,Flashcards,Learning vocabulary,,760,text,text,,760.0,French,English,Friend,,,Ami,,,,,B2,
10,Flashcards,Learning vocabulary,,761,text,text,,761.0,French,English,Father,,,Père,,,,,B2,
10,Flashcards,Learning vocabulary,,762,text,text,,762.0,French,English,Mother,,,Mère,,,,,B2,
10,Flashcards,Learning vocabulary,,763,text,text,,763.0,French,English,Brother,,,Frère,,,,,B2,
10,Flashcards,Learning vocabulary,,764,text,text,,764.0,French,English,Sister,,,Sœur,,,,,B2,
10,Flashcards,Learning vocabulary,,765,text,text,,765.0,French,English,Son,,,Fils,,,,,A1,
10,Flashcards,Learning vocabulary,,766,text,text,,766.0,French,English,Daughter,,,Fille,,,,,C1,
10,Flashcards,Learning vocabulary,,767,text,text,,767.0,French,English,Uncle,,,Oncle,,,,,B2,
10,Flashcards,Learning vocabulary,,768,text,text,,768.0,French,English,Aunt,,,Tante,,,,,B1,
10,Flashcards,Learning vocabulary,,769,text,text,,769.0,French,English,Nephew,,,Neveu,,,,,C1,
10,Flashcards,Learning vocabulary,,770,text,text,,770.0,French,English,Niece,,,Nièce,,,,,B2,
10,Flashcards,Learning vocabulary,,771,text,text,,771.0,French,English,Cousin,,,Cousin,,,,,B2,
10,Flashcards,Learning vocabulary,,772,text,text,,772.0,French,English,Cousin,,,Cousine,,,,,B2,
10,Flashcards,Learning vocabulary,,773,text,text,,773.0,French,English,First cousin,,,Cousin germain,,,,,B1,
10,Flashcards,Learning vocabulary,,774,text,text,,774.0,French,English,First cousin,,,Cousine germaine,,,,,B1,
10,Flashcards,Learning vocabulary,,775,text,text,,775.0,French,English,Second cousin,,,Cousin issu de germain,,,,,B2,
10,Flashcards,Learning vocabulary,,776,text,text,,776.0,French,English,Grandfather,,,Grand-père,,,,,C1,
10,Flashcards,Learning vocabulary,,777,text,text,,777.0,French,English,Grandmother,,,Grand-mère,,,,,C1,
10,Flashcards,Learning vocabulary,,778,text,text,,778.0,French,English,Grand son,,,Petit-fils,,,,,A2,
10,Flashcards,Learning vocabulary,,779,text,text,,779.0,French,English,Granddaughter,,,Petite-fille,,,,,C1,
10,Flashcards,Learning vocabulary,,780,text,text,,780.0,French,English,Girlfriend,,,Petite amie,,,,,C1,
10,Flashcards,Learning vocabulary,,781,text,text,,781.0,French,English,Boyfriend,,,Petit ami,,,,,C1,
10,Flashcards,Learning vocabulary,,782,text,text,,782.0,French,English,Marriage,,,Mariage,,,,,C1,
10,Flashcards,Learning vocabulary,,783,text,text,,783.0,French,English,Married,,,Marié,,,,,B2,
10,Flashcards,Learning vocabulary,,784,text,text,,784.0,French,English,Married,,,Mariée,,,,,B2,
10,Flashcards,Learning vocabulary,,785,text,text,,785.0,French,English,Separate,,,Séparé,,,,,C1,
10,Flashcards,Learning vocabulary,,786,text,text,,786.0,French,English,Divorce,,,Divorce,,,,,C1,
10,Flashcards,Learning vocabulary,,787,text,text,,787.0,French,English,Burial,,,Enterrement,,,,,C1,
10,Flashcards,Learning vocabulary,,788,text,text,,788.0,French,English,Birthday,,,Anniversaire,,,,,C1,
10,Flashcards,Learning vocabulary,,789,text,text,,789.0,French,English,Birth,,,Naissance,,,,,B2,
10,Flashcards,Learning vocabulary,,790,text,text,,790.0,French,English,Children,,,Enfants,,,,,B2,
10,Flashcards,Learning vocabulary,,791,text,text,,791.0,French,English,Baby,,,Bébé,,,,,A2,
10,Flashcards,Learning vocabulary,,792,text,text,,792.0,French,English,Parents,,,Parents,,,,,B2,
10,Flashcards,Learning vocabulary,,793,text,text,,793.0,French,English,To split up,,,Se séparer,,,,,A1,
10,Flashcards,Learning vocabulary,,794,text,text,,794.0,French,English,Divorce,,,Divorcer,,,,,C1,
10,Flashcards,Learning vocabulary,,795,text,text,,795.0,French,English,Divorced,,,Divorcé,,,,,C1,
10,Flashcards,Learning vocabulary,,796,text,text,,796.0,French,English,Christmas,,,Noël,,,,,C1,
10,Flashcards,Learning vocabulary,,797,text,text,,797.0,French,English,Eve,,,Réveillon,,,,,A2,
10,Flashcards,Learning vocabulary,,798,text,text,,798.0,French,English,Holidays,,,Fêtes,,,,,C1,
10,Flashcards,Learning vocabulary,,799,text,text,,799.0,French,English,To be in love,,,Etre amoureux,,,,,A1,
10,Flashcards,Learning vocabulary,,800,text,text,,800.0,French,English,Together,,,Couple,,,,,B2,
10,Flashcards,Learning vocabulary,,801,text,text,,801.0,French,English,Life,,,Vie,,,,,A1,
10,Flashcards,Learning vocabulary,,802,text,text,,802.0,French,English,Death,,,Mort,,,,,B1,
10,Flashcards,Learning vocabulary,,803,text,text,,803.0,French,English,Youth,,,Jeunesse,,,,,B2,
10,Flashcards,Learning vocabulary,,804,text,text,,804.0,French,English,Old age,,,Vieillesse,,,,,A1,
10,Flashcards,Learning vocabulary,,805,text,text,,805.0,French,English,Illness,,,Maladie,,,,,C1,
10,Flashcards,Learning vocabulary,,806,text,text,,806.0,French,English,Childhood,,,Enfance,,,,,C1,
10,Flashcards,Learning vocabulary,,807,text,text,,807.0,French,English,Adolescence,,,Adolescence,,,,,C1,
10,Flashcards,Learning vocabulary,,808,text,text,,808.0,French,English,Faithful,,,Fidèle,,,,,C1,
10,Flashcards,Learning vocabulary,,809,text,text,,809.0,French,English,Infidelity,,,Infidélité,,,,,C1,
10,Flashcards,Learning vocabulary,,810,text,text,,810.0,French,English,Deceive,,,Tromper,,,,,C1,
10,Flashcards,Learning vocabulary,,811,text,text,,811.0,French,English,Woman,,,Femme,,,,,B1,
10,Flashcards,Learning vocabulary,,812,text,text,,812.0,French,English,Man,,,Homme,,,,,A1,
10,Flashcards,Learning vocabulary,,813,text,text,,813.0,French,English,Heritage,,,Héritage,,,,,C1,
10,Flashcards,Learning vocabulary,,814,text,text,,814.0,French,English,Will,,,Testament,,,,,A1,
10,Flashcards,Learning vocabulary,,815,text,text,,815.0,French,English,Notary,,,Notaire,,,,,C1,
10,Flashcards,Learning vocabulary,,816,text,text,,816.0,French,English,Christmas tree,,,Sapin de Noël,,,,,B2,
10,Flashcards,Learning vocabulary,,817,text,text,,817.0,French,English,Food,,,Aliment,,,,,A2,
10,Flashcards,Learning vocabulary,,818,text,text,,818.0,French,English,Canned,,,en conserve,,,,,C1,
10,Flashcards,Learning vocabulary,,819,text,text,,819.0,French,English,Biscuit,,,Biscuit,,,,,C1,
10,Flashcards,Learning vocabulary,,820,text,text,,820.0,French,English,Cake,,,Gâteau,,,,,B1,
10,Flashcards,Learning vocabulary,,821,text,text,,821.0,French,English,Potato,,,Pomme de terre,,,,,C1,
10,Flashcards,Learning vocabulary,,822,text,text,,822.0,French,English,Bread,,,Pain,,,,,B2,
10,Flashcards,Learning vocabulary,,823,text,text,,823.0,French,English,Onion,,,Oignon,,,,,B2,
10,Flashcards,Learning vocabulary,,824,text,text,,824.0,French,English,Tomatoe,,,Tomate,,,,,C1,
10,Flashcards,Learning vocabulary,,825,text,text,,825.0,French,English,Flour,,,Farine,,,,,B2,
10,Flashcards,Learning vocabulary,,826,text,text,,826.0,French,English,Garlic,,,Ail,,,,,C1,
10,Flashcards,Learning vocabulary,,827,text,text,,827.0,French,English,Peas,,,Petits pois,,,,,B2,
10,Flashcards,Learning vocabulary,,828,text,text,,828.0,French,English,Salad,,,Salade,,,,,B2,
10,Flashcards,Learning vocabulary,,829,text,text,,829.0,French,English,Juice,,,Jus,,,,,B2,
10,Flashcards,Learning vocabulary,,830,text,text,,830.0,French,English,Meat,,,Viande,,,,,B1,
10,Flashcards,Learning vocabulary,,831,text,text,,831.0,French,English,Vegetables,,,Légume,,,,,C1,
10,Flashcards,Learning vocabulary,,832,text,text,,832.0,French,English,Fruit,,,Fruits,,,,,B2,
10,Flashcards,Learning vocabulary,,833,text,text,,833.0,French,English,Fish,,,Poisson,,,,,B1,
10,Flashcards,Learning vocabulary,,834,text,text,,834.0,French,English,Poultry,,,Volaille,,,,,C1,
10,Flashcards,Learning vocabulary,,835,text,text,,835.0,French,English,Beef,,,Boeuf,,,,,B1,
10,Flashcards,Learning vocabulary,,836,text,text,,836.0,French,English,Seafood,,,Fruits de mer,,,,,C1,
10,Flashcards,Learning vocabulary,,837,text,text,,837.0,French,English,Chicken,,,Poulet,,,,,C1,
10,Flashcards,Learning vocabulary,,838,text,text,,838.0,French,English,Water,,,Eau,,,,,B1,
10,Flashcards,Learning vocabulary,,839,text,text,,839.0,French,English,Apple,,,Pomme,,,,,B2,
10,Flashcards,Learning vocabulary,,840,text,text,,840.0,French,English,Banana,,,Banane,,,,,C1,
10,Flashcards,Learning vocabulary,,841,text,text,,841.0,French,English,Orange,,,Orange,,,,,B2,
10,Flashcards,Learning vocabulary,,842,text,text,,842.0,French,English,Soup,,,Soupe,,,,,B1,
10,Flashcards,Learning vocabulary,,843,text,text,,843.0,French,English,Rice,,,Riz,,,,,B1,
10,Flashcards,Learning vocabulary,,844,text,text,,844.0,French,English,Wheat,,,Blé,,,,,B2,
10,Flashcards,Learning vocabulary,,845,text,text,,845.0,French,English,Lentils,,,Lentilles,,,,,C1,
10,Flashcards,Learning vocabulary,,846,text,text,,846.0,French,English,Spices,,,Epices,,,,,C1,
10,Flashcards,Learning vocabulary,,847,text,text,,847.0,French,English,Salt,,,Sel,,,,,B1,
10,Flashcards,Learning vocabulary,,848,text,text,,848.0,French,English,Pepper,,,Poivre,,,,,C1,
10,Flashcards,Learning vocabulary,,849,text,text,,849.0,French,English,Pimento,,,Piment,,,,,C1,
10,Flashcards,Learning vocabulary,,850,text,text,,850.0,French,English,Sugar,,,Sucre,,,,,B2,
10,Flashcards,Learning vocabulary,,851,text,text,,851.0,French,English,Beans,,,Haricots,,,,,B2,
10,Flashcards,Learning vocabulary,,852,text,text,,852.0,French,English,Sauce,,,Sauce,,,,,B2,
10,Flashcards,Learning vocabulary,,853,text,text,,853.0,French,English,Oil,,,Huile,,,,,A1,
10,Flashcards,Learning vocabulary,,854,text,text,,854.0,French,English,Vinegar,,,Vinaigre,,,,,C1,
10,Flashcards,Learning vocabulary,,855,text,text,,855.0,French,English,Alcohol,,,Alcool,,,,,C1,
10,Flashcards,Learning vocabulary,,856,text,text,,856.0,French,English,Wine,,,Vin,,,,,B1,
10,Flashcards,Learning vocabulary,,857,text,text,,857.0,French,English,Beer,,,Bière,,,,,B1,
10,Flashcards,Learning vocabulary,,858,text,text,,858.0,French,English,Rum,,,Rhum,,,,,B1,
10,Flashcards,Learning vocabulary,,859,text,text,,859.0,French,English,Hot,,,Chaud,,,,,A1,
10,Flashcards,Learning vocabulary,,860,text,text,,860.0,French,English,Cold,,,Froid,,,,,A2,
10,Flashcards,Learning vocabulary,,861,text,text,,861.0,French,English,Spicy,,,Piquant,,,,,B2,
10,Flashcards,Learning vocabulary,,862,text,text,,862.0,French,English,Salt,,,Salé,,,,,B1,
10,Flashcards,Learning vocabulary,,863,text,text,,863.0,French,English,Egg,,,Oeuf,,,,,A2,
10,Flashcards,Learning vocabulary,,864,text,text,,864.0,French,English,Sweet,,,Sucré,,,,,B1,
10,Flashcards,Learning vocabulary,,865,text,text,,865.0,French,English,Ham,,,Jambon,,,,,A2,
10,Flashcards,Learning vocabulary,,866,text,text,,866.0,French,English,Tea,,,Thé,,,,,A2,
10,Flashcards,Learning vocabulary,,867,text,text,,867.0,French,English,Coffee,,,Café,,,,,B2,
10,Flashcards,Learning vocabulary,,868,text,text,,868.0,French,English,Cheese,,,Fromage,,,,,B2,
10,Flashcards,Learning vocabulary,,869,text,text,,869.0,French,English,Carrot,,,Carotte,,,,,C1,
10,Flashcards,Learning vocabulary,,870,text,text,,870.0,French,English,Kebab,,,Brochette,,,,,C1,
10,Flashcards,Learning vocabulary,,871,text,text,,871.0,French,English,Caramel,,,Caramel,,,,,C1,
10,Flashcards,Learning vocabulary,,872,text,text,,872.0,French,English,Vegetarian,,,Végétarien,,,,,C1,
10,Flashcards,Learning vocabulary,,873,text,text,,873.0,French,English,Barrel,,,Tonneau,,,,,C1,
10,Flashcards,Learning vocabulary,,874,text,text,,874.0,French,English,Mustard,,,Moutarde,,,,,C1,
10,Flashcards,Learning vocabulary,,875,text,text,,875.0,French,English,Lemon,,,Citron,,,,,B2,
10,Flashcards,Learning vocabulary,,876,text,text,,876.0,French,English,Infusion,,,Infusion,,,,,C1,
10,Flashcards,Learning vocabulary,,877,text,text,,877.0,French,English,Lukewarm,,,Tiède,,,,,C1,
10,Flashcards,Learning vocabulary,,878,text,text,,878.0,French,English,Breakfast,,,Petit déjeuner,,,,,C1,
10,Flashcards,Learning vocabulary,,879,text,text,,879.0,French,English,Lunch,,,Déjeuner,,,,,B2,
10,Flashcards,Learning vocabulary,,880,text,text,,880.0,French,English,Dinner,,,Dîner,,,,,B2,
10,Flashcards,Learning vocabulary,,881,text,text,,881.0,French,English,Apricot,,,Abricot,,,,,C1,
10,Flashcards,Learning vocabulary,,882,text,text,,882.0,French,English,Nuts,,,Noix,,,,,B1,
10,Flashcards,Learning vocabulary,,883,text,text,,883.0,French,English,Hazelnut,,,Noisette,,,,,C1,
10,Flashcards,Learning vocabulary,,884,text,text,,884.0,French,English,Coconut,,,Noix de coco,,,,,C1,
10,Flashcards,Learning vocabulary,,885,text,text,,885.0,French,English,Date,,,Datte,,,,,A2,
10,Flashcards,Learning vocabulary,,886,text,text,,886.0,French,English,Grapes,,,Raisin,,,,,C1,
10,Flashcards,Learning vocabulary,,887,text,text,,887.0,French,English,Fig,,,Figue,,,,,A2,
10,Flashcards,Learning vocabulary,,888,text,text,,888.0,French,English,Melon,,,Melon,,,,,C1,
10,Flashcards,Learning vocabulary,,889,text,text,,889.0,French,English,Watermelon,,,Pastèque,,,,,C1,
10,Flashcards,Learning vocabulary,,890,text,text,,890.0,French,English,Cinnamon,,,Cannelle,,,,,C1,
10,Flashcards,Learning vocabulary,,891,text,text,,891.0,French,English,Cumin,,,Cumin,,,,,C1,
10,Flashcards,Learning vocabulary,,892,text,text,,892.0,French,English,Coriander,,,Coriandre,,,,,C1,
10,Flashcards,Learning vocabulary,,893,text,text,,893.0,French,English,Vanilla,,,Vanille,,,,,C1,
10,Flashcards,Learning vocabulary,,894,text,text,,894.0,French,English,Soda,,,Soda,,,,,B2,
10,Flashcards,Learning vocabulary,,895,text,text,,895.0,French,English,Mineral water,,,Eau Minérale,,,,,B2,
10,Flashcards,Learning vocabulary,,896,text,text,,896.0,French,English,Liqueur,,,Liqueur,,,,,C1,
10,Flashcards,Learning vocabulary,,897,text,text,,897.0,French,English,Artichoke,,,Artichaut,,,,,C1,
10,Flashcards,Learning vocabulary,,898,text,text,,898.0,French,English,Asparagus,,,Asperge,,,,,C1,
10,Flashcards,Learning vocabulary,,899,text,text,,899.0,French,English,Shallots,,,échalote,,,,,C1,
10,Flashcards,Learning vocabulary,,900,text,text,,900.0,French,English,Toast,,,Toast,,,,,B2,
10,Flashcards,Learning vocabulary,,901,text,text,,901.0,French,English,Crumb,,,Miette,,,,,C1,
10,Flashcards,Learning vocabulary,,902,text,text,,902.0,French,English,Slice,,,Tranche,,,,,B2,
10,Flashcards,Learning vocabulary,,903,text,text,,903.0,French,English,Hand,,,Part,,,,,A2,
10,Flashcards,Learning vocabulary,,904,text,text,,904.0,French,English,Fat,,,Gras,,,,,A1,
10,Flashcards,Learning vocabulary,,905,text,text,,905.0,French,English,Pie,,,Tarte,,,,,A2,
10,Flashcards,Learning vocabulary,,906,text,text,,906.0,French,English,Increasing,,,Croissant,,,,,C1,
10,Flashcards,Learning vocabulary,,907,text,text,,907.0,French,English,Jelly,,,Gelée,,,,,B2,
10,Flashcards,Learning vocabulary,,908,text,text,,908.0,French,English,Yeast,,,Levure,,,,,B2,
10,Flashcards,Learning vocabulary,,909,text,text,,909.0,French,English,Paste,,,Pâte,,,,,B2,
10,Flashcards,Learning vocabulary,,910,text,text,,910.0,French,English,Pastry,,,Pâte à tarte,,,,,C1,
10,Flashcards,Learning vocabulary,,911,text,text,,911.0,French,English,Barbecue,,,Barbecue,,,,,C1,
10,Flashcards,Learning vocabulary,,912,text,text,,912.0,French,English,Coal,,,Charbon,,,,,B1,
10,Flashcards,Learning vocabulary,,913,text,text,,913.0,French,English,Mix,,,Mélanger,,,,,A2,
10,Flashcards,Learning vocabulary,,914,text,text,,914.0,French,English,Cover,,,Couvrir,,,,,B1,
10,Flashcards,Learning vocabulary,,915,text,text,,915.0,French,English,To mash,,,écraser,,,,,A1,
10,Flashcards,Learning vocabulary,,916,text,text,,916.0,French,English,Grill,,,Griller,,,,,B2,
10,Flashcards,Learning vocabulary,,917,text,text,,917.0,French,English,Grilled,,,Grillé,,,,,C1,
10,Flashcards,Learning vocabulary,,918,text,text,,918.0,French,English,Grind,,,Broyer,,,,,B2,
10,Flashcards,Learning vocabulary,,919,text,text,,919.0,French,English,Mint,,,Menthe,,,,,B2,
10,Flashcards,Learning vocabulary,,920,text,text,,920.0,French,English,Cream,,,Crème fraîche,,,,,B2,
10,Flashcards,Learning vocabulary,,921,text,text,,921.0,French,English,Parsley,,,Persil,,,,,C1,
10,Flashcards,Learning vocabulary,,922,text,text,,922.0,French,English,Fried,,,Frit,,,,,B2,
10,Flashcards,Learning vocabulary,,923,text,text,,923.0,French,English,Leek,,,Poireau,,,,,B2,
10,Flashcards,Learning vocabulary,,924,text,text,,924.0,French,English,Peppers,,,Poivrons,,,,,C1,
10,Flashcards,Learning vocabulary,,925,text,text,,925.0,French,English,Mushrooms,,,Champignons,,,,,C1,
10,Flashcards,Learning vocabulary,,926,text,text,,926.0,French,English,Spinach,,,épinards,,,,,C1,
10,Flashcards,Learning vocabulary,,927,text,text,,927.0,French,English,Avocado,,,Avocat,,,,,C1,
10,Flashcards,Learning vocabulary,,928,text,text,,928.0,French,English,Sausage,,,Saucisson,,,,,C1,
10,Flashcards,Learning vocabulary,,929,text,text,,929.0,French,English,Sausage,,,Saucisse,,,,,C1,
10,Flashcards,Learning vocabulary,,930,text,text,,930.0,French,English,French fries,,,Frites,,,,,B2,
10,Flashcards,Learning vocabulary,,931,text,text,,931.0,French,English,Steak,,,Steak,,,,,B2,
10,Flashcards,Learning vocabulary,,932,text,text,,932.0,French,English,Fishing,,,Pêche,,,,,C1,
10,Flashcards,Learning vocabulary,,933,text,text,,933.0,French,English,Pear,,,Poire,,,,,B2,
10,Flashcards,Learning vocabulary,,934,text,text,,934.0,French,English,Mandarin,,,Mandarine,,,,,C1,
10,Flashcards,Learning vocabulary,,935,text,text,,935.0,French,English,Cherry,,,Cerise,,,,,C1,
10,Flashcards,Learning vocabulary,,936,text,text,,936.0,French,English,Strawberry,,,Fraise,,,,,C1,
10,Flashcards,Learning vocabulary,,937,text,text,,937.0,French,English,Raspberry,,,Framboise,,,,,C1,
10,Flashcards,Learning vocabulary,,938,text,text,,938.0,French,English,Blueberry,,,Myrtille,,,,,C1,
10,Flashcards,Learning vocabulary,,939,text,text,,939.0,French,English,Leg,,,Gigot,,,,,A2,
10,Flashcards,Learning vocabulary,,940,text,text,,940.0,French,English,Mango,,,Mangue,,,,,B2,
10,Flashcards,Learning vocabulary,,941,text,text,,941.0,French,English,Maracuja,,,Maracuja,,,,,C1,
10,Flashcards,Learning vocabulary,,942,text,text,,942.0,French,English,Chocolate,,,Chocolat,,,,,C1,
10,Flashcards,Learning vocabulary,,943,text,text,,943.0,French,English,Yoghurt,,,Yaourt,,,,,C1,
10,Flashcards,Learning vocabulary,,944,text,text,,944.0,French,English,White wine,,,Vin blanc,,,,,B1,
10,Flashcards,Learning vocabulary,,945,text,text,,945.0,French,English,Red wine,,,Vin rouge,,,,,A2,
10,Flashcards,Learning vocabulary,,946,text,text,,946.0,French,English,Rosé,,,Rosé,,,,,B2,
10,Flashcards,Learning vocabulary,,947,text,text,,947.0,French,English,Cider,,,Cidre,,,,,C1,
10,Flashcards,Learning vocabulary,,948,text,text,,948.0,French,English,Vodka,,,Vodka,,,,,B2,
10,Flashcards,Learning vocabulary,,949,text,text,,949.0,French,English,Rum,,,Cachaça ,,,,,B1,
10,Flashcards,Learning vocabulary,,950,text,text,,950.0,French,English,Chive,,,Ciboulette,,,,,C1,
10,Flashcards,Learning vocabulary,,951,text,text,,951.0,French,English,Cabbage,,,Chou,,,,,C1,
10,Flashcards,Learning vocabulary,,952,text,text,,952.0,French,English,Cauliflower,,,Chou-fleur,,,,,C1,
10,Flashcards,Learning vocabulary,,953,text,text,,953.0,French,English,Beet,,,Betterave,,,,,B2,
10,Flashcards,Learning vocabulary,,954,text,text,,954.0,French,English,Bitter,,,Amer,,,,,C1,
10,Flashcards,Learning vocabulary,,955,text,text,,955.0,French,English,Corn,,,Maïs,,,,,B1,
10,Flashcards,Learning vocabulary,,956,text,text,,956.0,French,English,Eggplant,,,Aubergine,,,,,C1,
10,Flashcards,Learning vocabulary,,957,text,text,,957.0,French,English,Cucumber,,,Concombre,,,,,C1,
10,Flashcards,Learning vocabulary,,958,text,text,,958.0,French,English,Pumpkin,,,Citrouille,,,,,C1,
10,Flashcards,Learning vocabulary,,959,text,text,,959.0,French,English,Zucchini,,,Courgette,,,,,C1,
10,Flashcards,Learning vocabulary,,960,text,text,,960.0,French,English,Soybean,,,Soja,,,,,C1,
10,Flashcards,Learning vocabulary,,961,text,text,,961.0,French,English,Oat,,,Avoine,,,,,B1,
10,Flashcards,Learning vocabulary,,962,text,text,,962.0,French,English,Lettuce,,,Laitue,,,,,C1,
10,Flashcards,Learning vocabulary,,963,text,text,,963.0,French,English,Almond,,,Amande,,,,,C1,
10,Flashcards,Learning vocabulary,,964,text,text,,964.0,French,English,Peanut,,,Cacahouète,,,,,C1,
10,Flashcards,Learning vocabulary,,965,text,text,,965.0,French,English,Doctor,,,Médecin,,,,,B2,
10,Flashcards,Learning vocabulary,,966,text,text,,966.0,French,English,Chemist,,,Pharmacie,,,,,C1,
10,Flashcards,Learning vocabulary,,967,text,text,,967.0,French,English,Order,,,Ordonnance,,,,,B1,
10,Flashcards,Learning vocabulary,,968,text,text,,968.0,French,English,Antibiotic,,,Antibiotique,,,,,C1,
10,Flashcards,Learning vocabulary,,969,text,text,,969.0,French,English,Virus,,,Virus,,,,,B2,
10,Flashcards,Learning vocabulary,,970,text,text,,970.0,French,English,Bacterium,,,Bactérie,,,,,C1,
10,Flashcards,Learning vocabulary,,971,text,text,,971.0,French,English,Pain,,,Douleur,,,,,A2,
10,Flashcards,Learning vocabulary,,972,text,text,,972.0,French,English,Burn,,,Brûlure,,,,,B1,
10,Flashcards,Learning vocabulary,,973,text,text,,973.0,French,English,Injection,,,Injection,,,,,C1,
10,Flashcards,Learning vocabulary,,974,text,text,,974.0,French,English,Hospital,,,Hôpital,,,,,C1,
10,Flashcards,Learning vocabulary,,975,text,text,,975.0,French,English,Cut,,,Coupure,,,,,A1,
10,Flashcards,Learning vocabulary,,976,text,text,,976.0,French,English,ER,,,Urgences,,,,,A1,
10,Flashcards,Learning vocabulary,,977,text,text,,977.0,French,English,Blood,,,Sang,,,,,B1,
10,Flashcards,Learning vocabulary,,978,text,text,,978.0,French,English,Test,,,Analyses,,,,,A2,
10,Flashcards,Learning vocabulary,,979,text,text,,979.0,French,English,Stools,,,Selles,,,,,C1,
10,Flashcards,Learning vocabulary,,980,text,text,,980.0,French,English,Diarrhea,,,Diarrhée,,,,,C1,
10,Flashcards,Learning vocabulary,,981,text,text,,981.0,French,English,Vomited,,,Vomissement,,,,,C1,
10,Flashcards,Learning vocabulary,,982,text,text,,982.0,French,English,Vomit,,,Vomir,,,,,B2,
10,Flashcards,Learning vocabulary,,983,text,text,,983.0,French,English,Operation,,,Opération,,,,,C1,
10,Flashcards,Learning vocabulary,,984,text,text,,984.0,French,English,Surgeon,,,Chirurgien,,,,,C1,
10,Flashcards,Learning vocabulary,,985,text,text,,985.0,French,English,Cancer,,,Cancer,,,,,B2,
10,Flashcards,Learning vocabulary,,986,text,text,,986.0,French,English,Infarct,,,Infarctus,,,,,C1,
10,Flashcards,Learning vocabulary,,987,text,text,,987.0,French,English,Breathe,,,Respirer,,,,,C1,
10,Flashcards,Learning vocabulary,,988,text,text,,988.0,French,English,Coma,,,Coma,,,,,B2,
10,Flashcards,Learning vocabulary,,989,text,text,,989.0,French,English,Overdose,,,Overdose,,,,,C1,
10,Flashcards,Learning vocabulary,,990,text,text,,990.0,French,English,Drugs,,,Médicaments,,,,,B2,
10,Flashcards,Learning vocabulary,,991,text,text,,991.0,French,English,Hemorrhage,,,Hémorragie,,,,,C1,
10,Flashcards,Learning vocabulary,,992,text,text,,992.0,French,English,Infection,,,Infection,,,,,C1,
10,Flashcards,Learning vocabulary,,993,text,text,,993.0,French,English,Faint,,,S'évanouir,,,,,B2,
10,Flashcards,Learning vocabulary,,994,text,text,,994.0,French,English,Indigestion,,,Indigestion,,,,,C1,
