Exo_type_id,Exo_type,Exo_objective,Exo_focus,Exo_id,Source_format,Target_format,Source_sentence_id,Source_word_id,Source_lang,Target_lang,Full_sentence,Instruction,Sentence_w_blank,Right_answer,Dist_1,Dist_2,Dist_3,Explanation,Difficulty,Remediation,Length_sentence,Length_traget_word,Length_longest_word,Frequency_rarest_word,Score_sentence
38,Cloze_Test,Grammar,Verb_Conjugation,2557,text,text,2098.0,,French,English,Working is a need.,Conjugate the verb correctly:,... is a need . (work),Working,,,,,A1,,4.0,7.0,7.0,2.55,4.03325
38,Cloze_Test,Grammar,Verb_Conjugation,2558,text,text,2098.0,,French,English,Working is a need.,Conjugate the verb correctly:,Working ... a need . (be),is,,,,,A1,,4.0,2.0,7.0,0.9299999999999997,4.03325
38,Cloze_Test,Grammar,Verb_Conjugation,2559,text,text,2099.0,,French,English,This site has required a significant amount of work.,Conjugate the verb correctly:,This site ... required a significant amount of work . (have),has,,,,,B2,,9.0,3.0,11.0,1.63,17.618344444444443
38,Cloze_Test,Grammar,Verb_Conjugation,2560,text,text,2099.0,,French,English,This site has required a significant amount of work.,Conjugate the verb correctly:,This site has ... a significant amount of work . (require),required,,,,,B2,,9.0,8.0,11.0,2.9800000000000004,17.618344444444443
38,Cloze_Test,Grammar,Verb_Conjugation,2561,text,text,2100.0,,French,English,It is impossible to satisfy my boss's requirements.,Conjugate the verb correctly:,It ... impossible to satisfy my boss 's requirements . (be),is,,,,,C1,,8.0,2.0,12.0,0.9299999999999997,39.06882222222223
38,Cloze_Test,Grammar,Verb_Conjugation,2562,text,text,2101.0,,French,English,The bankruptcy of the company was inevitable.,Conjugate the verb correctly:,The bankruptcy of the company ... inevitable . (be),was,,,,,C1,,7.0,3.0,10.0,1.1799999999999997,25.52174074074074
38,Cloze_Test,Grammar,Verb_Conjugation,2563,text,text,2102.0,,French,English,This man is essential to the smooth functionning of the company.,Conjugate the verb correctly:,This man ... essential to the smooth functionning of the company . (be),is,,,,,C1,,11.0,2.0,12.0,0.9299999999999997,88.57688888888887
38,Cloze_Test,Grammar,Verb_Conjugation,2564,text,text,2103.0,,French,English,My move was completely involuntary.,Conjugate the verb correctly:,My move ... completely involuntary . (be),was,,,,,C1,,5.0,3.0,11.0,1.1799999999999997,25.438422222222222
38,Cloze_Test,Grammar,Verb_Conjugation,2565,text,text,2104.0,,French,English,"She is tenacious, she will not give up easily.",Conjugate the verb correctly:,"She ... tenacious , she will not give up easily . (be)",is,,,,,C1,,9.0,2.0,9.0,0.9299999999999997,28.758699999999994
38,Cloze_Test,Grammar,Verb_Conjugation,2566,text,text,2105.0,,French,English,They are expected to solve this problem quickly.,Conjugate the verb correctly:,They ... expected to solve this problem quickly . (be),are,,,,,B2,,8.0,3.0,8.0,1.2599999999999998,19.304155555555557
38,Cloze_Test,Grammar,Verb_Conjugation,2567,text,text,2105.0,,French,English,They are expected to solve this problem quickly.,Conjugate the verb correctly:,They are ... to solve this problem quickly . (expect),expected,,,,,B2,,8.0,8.0,8.0,3.04,19.304155555555557
38,Cloze_Test,Grammar,Verb_Conjugation,2568,text,text,2106.0,,French,English,I do not know what his intentions are.,Conjugate the verb correctly:,I do not know what his intentions ... . (be),are,,,,,B1,,8.0,3.0,10.0,1.2599999999999998,14.991627777777774
38,Cloze_Test,Grammar,Verb_Conjugation,2569,text,text,2107.0,,French,English,I have got a proposal for you.,Conjugate the verb correctly:,I have ... a proposal for you . (get),got,,,,,A2,,7.0,3.0,8.0,2.09,9.266250000000001
38,Cloze_Test,Grammar,Verb_Conjugation,2570,text,text,2108.0,,French,English,They have examined a situation together.,Conjugate the verb correctly:,They have ... a situation together . (examine),examined,,,,,B2,,6.0,8.0,9.0,3.9000000000000004,19.39383333333334
38,Cloze_Test,Grammar,Verb_Conjugation,2571,text,text,2109.0,,French,English,He did not give up on his ambitions.,Conjugate the verb correctly:,He ... not give up on his ambitions . (do),did,,,,,B2,,8.0,3.0,9.0,2.04,17.18324444444444
38,Cloze_Test,Grammar,Verb_Conjugation,2572,text,text,2110.0,,French,English,He is studying for this selective exam as best he can.,Conjugate the verb correctly:,He ... studying for this selective exam as best he can . (be),is,,,,,C1,,11.0,2.0,9.0,0.9299999999999997,27.33551333333333
38,Cloze_Test,Grammar,Verb_Conjugation,2573,text,text,2110.0,,French,English,He is studying for this selective exam as best he can.,Conjugate the verb correctly:,He is ... for this selective exam as best he can . (study),studying,,,,,C1,,11.0,8.0,9.0,3.58,27.33551333333333
38,Cloze_Test,Grammar,Verb_Conjugation,2574,text,text,2111.0,,French,English,They have prepared the room for hours.,Conjugate the verb correctly:,They have ... the room for hours . (prepare),prepared,,,,,A2,,7.0,8.0,8.0,3.26,11.674422222222223
38,Cloze_Test,Grammar,Verb_Conjugation,2575,text,text,2112.0,,French,English,They are throwing a party next week.,Conjugate the verb correctly:,They ... throwing a party next week . (be),are,,,,,B1,,7.0,3.0,8.0,1.2599999999999998,14.145999999999997
38,Cloze_Test,Grammar,Verb_Conjugation,2576,text,text,2112.0,,French,English,They are throwing a party next week.,Conjugate the verb correctly:,They are ... a party next week . (throw),throwing,,,,,B1,,7.0,8.0,8.0,3.5999999999999996,14.145999999999997
38,Cloze_Test,Grammar,Verb_Conjugation,2577,text,text,2113.0,,French,English,He experienced a lot of things in his life.,Conjugate the verb correctly:,He ... a lot of things in his life . (experience),experienced,,,,,B1,,9.0,11.0,11.0,3.37,14.34683888888889
38,Cloze_Test,Grammar,Verb_Conjugation,2578,text,text,2114.0,,French,English,He is experienced on the subject.,Conjugate the verb correctly:,He ... experienced on the subject . (be),is,,,,,B1,,6.0,2.0,11.0,0.9299999999999997,12.32296666666667
38,Cloze_Test,Grammar,Verb_Conjugation,2579,text,text,2114.0,,French,English,He is experienced on the subject.,Conjugate the verb correctly:,He is ... on the subject . (experience),experienced,,,,,B1,,6.0,11.0,11.0,3.37,12.32296666666667
38,Cloze_Test,Grammar,Verb_Conjugation,2580,text,text,2115.0,,French,English,We are looking for an experienced perosn for this job.,Conjugate the verb correctly:,We ... looking for an experienced perosn for this job . (be),are,,,,,C1,,10.0,3.0,11.0,1.2599999999999998,62.6716049382716
38,Cloze_Test,Grammar,Verb_Conjugation,2581,text,text,2115.0,,French,English,We are looking for an experienced perosn for this job.,Conjugate the verb correctly:,We are ... for an experienced perosn for this job . (look),looking,,,,,C1,,10.0,7.0,11.0,2.4299999999999997,62.6716049382716
38,Cloze_Test,Grammar,Verb_Conjugation,2582,text,text,2116.0,,French,English,It was obvious that he was inexperienced.,Conjugate the verb correctly:,It ... obvious that he was inexperienced . (be),was,,,,,C1,,7.0,3.0,13.0,1.1799999999999997,27.50708333333333
38,Cloze_Test,Grammar,Verb_Conjugation,2583,text,text,2116.0,,French,English,It was obvious that he was inexperienced.,Conjugate the verb correctly:,It was obvious that he ... inexperienced . (be),was,,,,,C1,,7.0,3.0,13.0,1.1799999999999997,27.50708333333333
38,Cloze_Test,Grammar,Verb_Conjugation,2584,text,text,2117.0,,French,English,They have designed a new car.,Conjugate the verb correctly:,They have ... a new car . (design),designed,,,,,A1,,6.0,8.0,8.0,3.04,8.278933333333333
38,Cloze_Test,Grammar,Verb_Conjugation,2585,text,text,2118.0,,French,English,He is unable to focus more than five minutes.,Conjugate the verb correctly:,He ... unable to focus more than five minutes . (be),is,,,,,B1,,9.0,2.0,7.0,0.9299999999999997,15.82565
38,Cloze_Test,Grammar,Verb_Conjugation,2586,text,text,2119.0,,French,English,He is capable of not eating for days.,Conjugate the verb correctly:,He ... capable of not eating for days . (be),is,,,,,B1,,8.0,2.0,7.0,0.9299999999999997,12.198349999999996
38,Cloze_Test,Grammar,Verb_Conjugation,2587,text,text,2119.0,,French,English,He is capable of not eating for days.,Conjugate the verb correctly:,He is capable of not ... for days . (eat),eating,,,,,B1,,8.0,6.0,7.0,3.1500000000000004,12.198349999999996
38,Cloze_Test,Grammar,Verb_Conjugation,2588,text,text,2120.0,,French,English,He has proved his inability to handle critical situations.,Conjugate the verb correctly:,He ... proved his inability to handle critical situations . (have),has,,,,,C1,,9.0,3.0,10.0,1.63,34.09529444444444
38,Cloze_Test,Grammar,Verb_Conjugation,2589,text,text,2120.0,,French,English,He has proved his inability to handle critical situations.,Conjugate the verb correctly:,He has ... his inability to handle critical situations . (prove),proved,,,,,C1,,9.0,6.0,10.0,3.5199999999999996,34.09529444444444
38,Cloze_Test,Grammar,Verb_Conjugation,2590,text,text,2122.0,,French,English,A methodical approach is essential to understand the situation.,Conjugate the verb correctly:,A methodical approach ... essential to understand the situation . (be),is,,,,,C1,,9.0,2.0,10.0,0.9299999999999997,44.76743333333334
38,Cloze_Test,Grammar,Verb_Conjugation,2591,text,text,2123.0,,French,English,The process of the manufacture of this product is not yet finalized.,Conjugate the verb correctly:,The process of the manufacture of this product ... not yet finalized . (be),is,,,,,C1,,12.0,2.0,11.0,0.9299999999999997,45.91822666666666
38,Cloze_Test,Grammar,Verb_Conjugation,2592,text,text,2123.0,,French,English,The process of the manufacture of this product is not yet finalized.,Conjugate the verb correctly:,The process of the manufacture of this product is not yet ... . (finalize),finalized,,,,,C1,,12.0,9.0,11.0,4.6899999999999995,45.91822666666666
38,Cloze_Test,Grammar,Verb_Conjugation,2593,text,text,2124.0,,French,English,I do not like his way of doing it.,Conjugate the verb correctly:,I do not like his way of ... it . (do),doing,,,,,A1,,9.0,5.0,5.0,2.4000000000000004,5.365333333333333
38,Cloze_Test,Grammar,Verb_Conjugation,2594,text,text,2125.0,,French,English,He only needs more practice.,Conjugate the verb correctly:,He only ... more practice . (need),needs,,,,,A1,,5.0,5.0,8.0,2.63,8.7171
38,Cloze_Test,Grammar,Verb_Conjugation,2595,text,text,2126.0,,French,English,His training allowed him to adjust to the new situation.,Conjugate the verb correctly:,His training ... him to adjust to the new situation . (allow),allowed,,,,,C1,,10.0,7.0,9.0,2.9699999999999998,26.796777777777773
38,Cloze_Test,Grammar,Verb_Conjugation,2596,text,text,2127.0,,French,English,The training of the pilotes was apparently inadequate.,Conjugate the verb correctly:,The training of the pilotes ... apparently inadequate . (be),was,,,,,C1,,8.0,3.0,10.0,1.1799999999999997,80.20825396825397
38,Cloze_Test,Grammar,Verb_Conjugation,2597,text,text,2128.0,,French,English,I am available to start work now.,Conjugate the verb correctly:,I ... available to start work now . (be),am,,,,,A1,,7.0,2.0,9.0,2.2199999999999998,8.581599999999998
38,Cloze_Test,Grammar,Verb_Conjugation,2598,text,text,2129.0,,French,English,This product is unavailable for now.,Conjugate the verb correctly:,This product ... unavailable for now . (be),is,,,,,B2,,6.0,2.0,11.0,0.9299999999999997,20.49772777777778
38,Cloze_Test,Grammar,Verb_Conjugation,2599,text,text,2130.0,,French,English,He occasionally takes holidays without a warning.,Conjugate the verb correctly:,He occasionally ... holidays without a warning . (take),takes,,,,,C1,,7.0,5.0,12.0,2.8200000000000003,27.501600000000003
38,Cloze_Test,Grammar,Verb_Conjugation,2600,text,text,2133.0,,French,English,He did great things.,Conjugate the verb correctly:,He ... great things . (do),did,,,,,A1,,4.0,3.0,6.0,2.04,4.130777777777777
38,Cloze_Test,Grammar,Verb_Conjugation,2601,text,text,2134.0,,French,English,No action has been taken as of now.,Conjugate the verb correctly:,No action ... been taken as of now . (have),has,,,,,A1,,8.0,3.0,6.0,1.63,8.262222222222222
38,Cloze_Test,Grammar,Verb_Conjugation,2602,text,text,2134.0,,French,English,No action has been taken as of now.,Conjugate the verb correctly:,No action has ... taken as of now . (be),been,,,,,A1,,8.0,4.0,6.0,1.7300000000000004,8.262222222222222
38,Cloze_Test,Grammar,Verb_Conjugation,2603,text,text,2134.0,,French,English,No action has been taken as of now.,Conjugate the verb correctly:,No action has been ... as of now . (take),taken,,,,,A1,,8.0,5.0,6.0,2.67,8.262222222222222
38,Cloze_Test,Grammar,Verb_Conjugation,2604,text,text,2135.0,,French,English,They undertook to tour around South America.,Conjugate the verb correctly:,They ... to tour around South America . (undertake),undertook,,,,,C1,,7.0,9.0,9.0,4.5600000000000005,26.868533333333335
38,Cloze_Test,Grammar,Verb_Conjugation,2605,text,text,2136.0,,French,English,I am too busy to meet you these days.,Conjugate the verb correctly:,I ... too busy to meet you these days . (be),am,,,,,A2,,9.0,2.0,5.0,2.2199999999999998,10.649166666666666
38,Cloze_Test,Grammar,Verb_Conjugation,2606,text,text,2137.0,,French,English,I took this way to avoid the trafic jam.,Conjugate the verb correctly:,I ... this way to avoid the trafic jam . (take),took,,,,,C1,,9.0,4.0,6.0,2.49,29.774772222222214
38,Cloze_Test,Grammar,Verb_Conjugation,2607,text,text,2138.0,,French,English,The news has spread very quickly.,Conjugate the verb correctly:,The news ... spread very quickly . (have),has,,,,,A2,,6.0,3.0,7.0,1.63,11.3564
38,Cloze_Test,Grammar,Verb_Conjugation,2608,text,text,2139.0,,French,English,They have exhausted the natural ressources of this country.,Conjugate the verb correctly:,They have ... the natural ressources of this country . (exhaust),exhausted,,,,,C1,,9.0,9.0,10.0,3.92,51.40636666666666
38,Cloze_Test,Grammar,Verb_Conjugation,2609,text,text,2141.0,,French,English,The advantage of this website is that it is free.,Conjugate the verb correctly:,The advantage of this website ... that it is free . (be),is,,,,,B1,,10.0,2.0,9.0,0.9299999999999997,14.605283950617281
38,Cloze_Test,Grammar,Verb_Conjugation,2610,text,text,2141.0,,French,English,The advantage of this website is that it is free.,Conjugate the verb correctly:,The advantage of this website is that it ... free . (be),is,,,,,B1,,10.0,2.0,9.0,0.9299999999999997,14.605283950617281
38,Cloze_Test,Grammar,Verb_Conjugation,2611,text,text,2142.0,,French,English,The major disadvantage of this project is that it does not make money.,Conjugate the verb correctly:,The major disadvantage of this project ... that it does not make money . (be),is,,,,,C1,,13.0,2.0,12.0,0.9299999999999997,31.350366666666655
38,Cloze_Test,Grammar,Verb_Conjugation,2612,text,text,2142.0,,French,English,The major disadvantage of this project is that it does not make money.,Conjugate the verb correctly:,The major disadvantage of this project is that it ... not make money . (do),does,,,,,C1,,13.0,4.0,12.0,2.26,31.350366666666655
38,Cloze_Test,Grammar,Verb_Conjugation,2613,text,text,2143.0,,French,English,This bank which offers the most attractive plan.,Conjugate the verb correctly:,This bank which ... the most attractive plan . (offer),offers,,,,,B2,,8.0,6.0,10.0,3.26,18.98668333333333
38,Cloze_Test,Grammar,Verb_Conjugation,2614,text,text,2144.0,,French,English,This situation is disadvantageous for me.,Conjugate the verb correctly:,This situation ... disadvantageous for me . (be),is,,,,,C1,,6.0,2.0,15.0,0.9299999999999997,38.890488888888896
38,Cloze_Test,Grammar,Verb_Conjugation,2615,text,text,2145.0,,French,English,Mastering languages is a major asset whatever area of work.,Conjugate the verb correctly:,Mastering languages ... a major asset whatever area of work . (be),is,,,,,C1,,10.0,2.0,9.0,0.9299999999999997,38.235666666666674
38,Cloze_Test,Grammar,Verb_Conjugation,2616,text,text,2146.0,,French,English,Her efforts have been rewarded.,Conjugate the verb correctly:,Her efforts have ... rewarded . (be),been,,,,,B2,,5.0,4.0,8.0,1.7300000000000004,17.06493888888889
38,Cloze_Test,Grammar,Verb_Conjugation,2617,text,text,2146.0,,French,English,Her efforts have been rewarded.,Conjugate the verb correctly:,Her efforts have been ... . (reward),rewarded,,,,,B2,,5.0,8.0,8.0,4.1899999999999995,17.06493888888889
38,Cloze_Test,Grammar,Verb_Conjugation,2618,text,text,2148.0,,French,English,An angel appeared to him in his dream.,Conjugate the verb correctly:,An angel ... to him in his dream . (appear),appeared,,,,,B1,,8.0,8.0,8.0,3.17,14.641777777777778
38,Cloze_Test,Grammar,Verb_Conjugation,2619,text,text,2149.0,,French,English,He had a crucifix around his neck.,Conjugate the verb correctly:,He ... a crucifix around his neck . (have),had,,,,,B2,,7.0,3.0,8.0,1.67,21.9784
38,Cloze_Test,Grammar,Verb_Conjugation,2620,text,text,2150.0,,French,English,He does not believe in the Devil.,Conjugate the verb correctly:,He ... not believe in the Devil . (do),does,,,,,A2,,7.0,4.0,7.0,2.26,11.056833333333335
38,Cloze_Test,Grammar,Verb_Conjugation,2621,text,text,2151.0,,French,English,Artemis is the Greek goddess of hunting.,Conjugate the verb correctly:,Artemis ... the Greek goddess of hunting . (be),is,,,,,C1,,7.0,2.0,7.0,0.9299999999999997,29.97775
38,Cloze_Test,Grammar,Verb_Conjugation,2622,text,text,2152.0,,French,English,He says he saw the Virgin Mary.,Conjugate the verb correctly:,He ... he saw the Virgin Mary . (say),says,,,,,B1,,7.0,4.0,6.0,2.51,13.302560185185186
38,Cloze_Test,Grammar,Verb_Conjugation,2623,text,text,2152.0,,French,English,He says he saw the Virgin Mary.,Conjugate the verb correctly:,He says he ... the Virgin Mary . (see),saw,,,,,B1,,7.0,3.0,6.0,2.66,13.302560185185186
38,Cloze_Test,Grammar,Verb_Conjugation,2624,text,text,2153.0,,French,English,This triangle represents the holy trinity.,Conjugate the verb correctly:,This triangle ... the holy trinity . (represent),represents,,,,,C1,,6.0,10.0,10.0,3.5199999999999996,26.073722222222223
38,Cloze_Test,Grammar,Verb_Conjugation,2625,text,text,2154.0,,French,English,They are practicing Catholics.,Conjugate the verb correctly:,They ... practicing Catholics . (be),are,,,,,B2,,4.0,3.0,10.0,1.2599999999999998,20.180622222222226
38,Cloze_Test,Grammar,Verb_Conjugation,2626,text,text,2154.0,,French,English,They are practicing Catholics.,Conjugate the verb correctly:,They are ... Catholics . (practice),practicing,,,,,B2,,4.0,10.0,10.0,4.01,20.180622222222226
38,Cloze_Test,Grammar,Verb_Conjugation,2627,text,text,2155.0,,French,English,Catholicism is one of the branches of Christianism.,Conjugate the verb correctly:,Catholicism ... one of the branches of Christianism . (be),is,,,,,C1,,8.0,2.0,12.0,0.9299999999999997,74.12306666666667
38,Cloze_Test,Grammar,Verb_Conjugation,2628,text,text,2156.0,,French,English,Protestants have been slaughtered during the Saint Bartholomew's massacre.,Conjugate the verb correctly:,Protestants have ... slaughtered during the Saint Bartholomew 's massacre . (be),been,,,,,C1,,9.0,4.0,13.0,1.7300000000000004,83.89302777777779
38,Cloze_Test,Grammar,Verb_Conjugation,2629,text,text,2156.0,,French,English,Protestants have been slaughtered during the Saint Bartholomew's massacre.,Conjugate the verb correctly:,Protestants have been ... during the Saint Bartholomew 's massacre . (slaughter),slaughtered,,,,,C1,,9.0,11.0,13.0,4.470000000000001,83.89302777777779
38,Cloze_Test,Grammar,Verb_Conjugation,2630,text,text,2157.0,,French,English,Protestantism declined due to an intense repression.,Conjugate the verb correctly:,Protestantism ... due to an intense repression . (decline),declined,,,,,C1,,7.0,8.0,13.0,3.79,49.71596111111111
38,Cloze_Test,Grammar,Verb_Conjugation,2631,text,text,2160.0,,French,English,He has not been baptized.,Conjugate the verb correctly:,He ... not been baptized . (have),has,,,,,B1,,5.0,3.0,8.0,1.63,13.791511111111113
38,Cloze_Test,Grammar,Verb_Conjugation,2632,text,text,2160.0,,French,English,He has not been baptized.,Conjugate the verb correctly:,He has not ... baptized . (be),been,,,,,B1,,5.0,4.0,8.0,1.7300000000000004,13.791511111111113
38,Cloze_Test,Grammar,Verb_Conjugation,2633,text,text,2160.0,,French,English,He has not been baptized.,Conjugate the verb correctly:,He has not been ... . (baptize),baptized,,,,,B1,,5.0,8.0,8.0,4.54,13.791511111111113
38,Cloze_Test,Grammar,Verb_Conjugation,2634,text,text,2161.0,,French,English,He is the godfather of my children.,Conjugate the verb correctly:,He ... the godfather of my children . (be),is,,,,,B2,,7.0,2.0,9.0,0.9299999999999997,17.892933333333335
38,Cloze_Test,Grammar,Verb_Conjugation,2635,text,text,2163.0,,French,English,The godmother sees her grandsons from time to time.,Conjugate the verb correctly:,The godmother ... her grandsons from time to time . (see),sees,,,,,C1,,9.0,4.0,9.0,3.41,40.6896
38,Cloze_Test,Grammar,Verb_Conjugation,2636,text,text,2164.0,,French,English,She has one godson and two goddaughters.,Conjugate the verb correctly:,She ... one godson and two goddaughters . (have),has,,,,,C1,,7.0,3.0,12.0,1.63,67.02666666666666
38,Cloze_Test,Grammar,Verb_Conjugation,2637,text,text,2165.0,,French,English,The cremation only lasted for for a few minutes.,Conjugate the verb correctly:,The cremation only ... for for a few minutes . (last),lasted,,,,,C1,,9.0,6.0,9.0,3.91,32.69353749999999
38,Cloze_Test,Grammar,Verb_Conjugation,2638,text,text,2166.0,,French,English,He visited his parents grave to pay his respects.,Conjugate the verb correctly:,He ... his parents grave to pay his respects . (visit),visited,,,,,C1,,9.0,7.0,8.0,3.5,28.523187499999995
38,Cloze_Test,Grammar,Verb_Conjugation,2639,text,text,2167.0,,French,English,The funeral rites have lasted for the whole night.,Conjugate the verb correctly:,The funeral rites have ... for the whole night . (last),lasted,,,,,C1,,9.0,6.0,7.0,3.91,29.999100000000006
38,Cloze_Test,Grammar,Verb_Conjugation,2640,text,text,2170.0,,French,English,"It is noon, bells are ringing.",Conjugate the verb correctly:,"It ... noon , bells are ringing . (be)",is,,,,,B2,,6.0,2.0,7.0,0.9299999999999997,17.7696
38,Cloze_Test,Grammar,Verb_Conjugation,2641,text,text,2170.0,,French,English,"It is noon, bells are ringing.",Conjugate the verb correctly:,"It is noon , bells ... ringing . (be)",are,,,,,B2,,6.0,3.0,7.0,1.2599999999999998,17.7696
38,Cloze_Test,Grammar,Verb_Conjugation,2642,text,text,2170.0,,French,English,"It is noon, bells are ringing.",Conjugate the verb correctly:,"It is noon , bells are ... . (ring)",ringing,,,,,B2,,6.0,7.0,7.0,4.32,17.7696
38,Cloze_Test,Grammar,Verb_Conjugation,2643,text,text,2171.0,,French,English,He went away for the Easter holidays.,Conjugate the verb correctly:,He ... away for the Easter holidays . (go),went,,,,,B2,,7.0,4.0,8.0,2.5,17.12373333333333
38,Cloze_Test,Grammar,Verb_Conjugation,2644,text,text,2172.0,,French,English,Good Friday is a bank holiday.,Conjugate the verb correctly:,Good Friday ... a bank holiday . (be),is,,,,,A2,,6.0,2.0,7.0,0.9299999999999997,11.689999999999998
38,Cloze_Test,Grammar,Verb_Conjugation,2645,text,text,2173.0,,French,English,He has been blessed by the Pope himself.,Conjugate the verb correctly:,He ... been blessed by the Pope himself . (have),has,,,,,B1,,8.0,3.0,7.0,1.63,16.345044444444444
38,Cloze_Test,Grammar,Verb_Conjugation,2646,text,text,2173.0,,French,English,He has been blessed by the Pope himself.,Conjugate the verb correctly:,He has ... blessed by the Pope himself . (be),been,,,,,B1,,8.0,4.0,7.0,1.7300000000000004,16.345044444444444
38,Cloze_Test,Grammar,Verb_Conjugation,2647,text,text,2173.0,,French,English,He has been blessed by the Pope himself.,Conjugate the verb correctly:,He has been ... by the Pope himself . (bless),blessed,,,,,B1,,8.0,7.0,7.0,3.7699999999999996,16.345044444444444
38,Cloze_Test,Grammar,Verb_Conjugation,2648,text,text,2174.0,,French,English,Blasphemy is punished by death in this country.,Conjugate the verb correctly:,Blasphemy ... punished by death in this country . (be),is,,,,,C1,,8.0,2.0,9.0,0.9299999999999997,30.200111111111113
38,Cloze_Test,Grammar,Verb_Conjugation,2649,text,text,2174.0,,French,English,Blasphemy is punished by death in this country.,Conjugate the verb correctly:,Blasphemy is ... by death in this country . (punish),punished,,,,,C1,,8.0,8.0,9.0,4.0,30.200111111111113
38,Cloze_Test,Grammar,Verb_Conjugation,2650,text,text,2175.0,,French,English,He gave him a coin out of pure charity.,Conjugate the verb correctly:,He ... him a coin out of pure charity . (give),gave,,,,,B2,,9.0,4.0,7.0,2.75,16.83173333333333
38,Cloze_Test,Grammar,Verb_Conjugation,2651,text,text,2176.0,,French,English,Do not drink holy water.,Conjugate the verb correctly:,... not drink holy water . (do),Do,,,,,A1,,5.0,2.0,5.0,1.6500000000000004,8.252400000000002
38,Cloze_Test,Grammar,Verb_Conjugation,2652,text,text,2177.0,,French,English,This priest has been accused of heresy.,Conjugate the verb correctly:,This priest ... been accused of heresy . (have),has,,,,,B2,,7.0,3.0,7.0,1.63,23.877750000000002
38,Cloze_Test,Grammar,Verb_Conjugation,2653,text,text,2177.0,,French,English,This priest has been accused of heresy.,Conjugate the verb correctly:,This priest has ... accused of heresy . (be),been,,,,,B2,,7.0,4.0,7.0,1.7300000000000004,23.877750000000002
38,Cloze_Test,Grammar,Verb_Conjugation,2654,text,text,2177.0,,French,English,This priest has been accused of heresy.,Conjugate the verb correctly:,This priest has been ... of heresy . (accuse),accused,,,,,B2,,7.0,7.0,7.0,3.54,23.877750000000002
38,Cloze_Test,Grammar,Verb_Conjugation,2655,text,text,2178.0,,French,English,They burned incense.,Conjugate the verb correctly:,They ... incense . (burn),burned,,,,,B1,,3.0,6.0,7.0,3.6900000000000004,16.09513888888889
38,Cloze_Test,Grammar,Verb_Conjugation,2656,text,text,2179.0,,French,English,The assembly was slowly falling asleep while listening to the sermon.,Conjugate the verb correctly:,The assembly ... slowly falling asleep while listening to the sermon . (be),was,,,,,C1,,11.0,3.0,9.0,1.1799999999999997,44.540265
38,Cloze_Test,Grammar,Verb_Conjugation,2657,text,text,2179.0,,French,English,The assembly was slowly falling asleep while listening to the sermon.,Conjugate the verb correctly:,The assembly was slowly ... asleep while listening to the sermon . (fall),falling,,,,,C1,,11.0,7.0,9.0,3.34,44.540265
38,Cloze_Test,Grammar,Verb_Conjugation,2658,text,text,2179.0,,French,English,The assembly was slowly falling asleep while listening to the sermon.,Conjugate the verb correctly:,The assembly was slowly falling asleep while ... to the sermon . (listen),listening,,,,,C1,,11.0,9.0,9.0,3.34,44.540265
38,Cloze_Test,Grammar,Verb_Conjugation,2659,text,text,2180.0,,French,English,The rosary is a Catholic prayer.,Conjugate the verb correctly:,The rosary ... a Catholic prayer . (be),is,,,,,B2,,6.0,2.0,8.0,0.9299999999999997,21.895622222222222
38,Cloze_Test,Grammar,Verb_Conjugation,2660,text,text,2181.0,,French,English,This sand-made mandala took days to make.,Conjugate the verb correctly:,This sand - ... mandala took days to make . (make),made,,,,,C1,,8.0,4.0,7.0,2.08,26.726400000000005
38,Cloze_Test,Grammar,Verb_Conjugation,2661,text,text,2181.0,,French,English,This sand-made mandala took days to make.,Conjugate the verb correctly:,This sand - made mandala ... days to make . (take),took,,,,,C1,,8.0,4.0,7.0,2.49,26.726400000000005
38,Cloze_Test,Grammar,Verb_Conjugation,2662,text,text,2183.0,,French,English,Saints are often represented with halos.,Conjugate the verb correctly:,Saints ... often represented with halos . (be),are,,,,,C1,,6.0,3.0,11.0,1.2599999999999998,32.48341666666667
38,Cloze_Test,Grammar,Verb_Conjugation,2663,text,text,2183.0,,French,English,Saints are often represented with halos.,Conjugate the verb correctly:,Saints are often ... with halos . (represent),represented,,,,,C1,,6.0,11.0,11.0,3.4699999999999998,32.48341666666667
38,Cloze_Test,Grammar,Verb_Conjugation,2664,text,text,2184.0,,French,English,Thousands of women have died on pyres.,Conjugate the verb correctly:,Thousands of women have ... on pyres . (die),died,,,,,C1,,7.0,4.0,9.0,2.8,31.266244444444443
38,Cloze_Test,Grammar,Verb_Conjugation,2665,text,text,2185.0,,French,English,Animal sacrifices were often practiced.,Conjugate the verb correctly:,Animal sacrifices ... often practiced . (be),were,,,,,C1,,5.0,4.0,10.0,1.6600000000000001,28.33122222222222
38,Cloze_Test,Grammar,Verb_Conjugation,2666,text,text,2185.0,,French,English,Animal sacrifices were often practiced.,Conjugate the verb correctly:,Animal sacrifices were often ... . (practice),practiced,,,,,C1,,5.0,9.0,10.0,4.18,28.33122222222222
38,Cloze_Test,Grammar,Verb_Conjugation,2667,text,text,2186.0,,French,English,Religion is a serious matter here.,Conjugate the verb correctly:,Religion ... a serious matter here . (be),is,,,,,B1,,6.0,2.0,8.0,0.9299999999999997,13.170399999999999
38,Cloze_Test,Grammar,Verb_Conjugation,2668,text,text,2187.0,,French,English,Tension is rising between the two religious communities.,Conjugate the verb correctly:,Tension ... rising between the two religious communities . (be),is,,,,,C1,,8.0,2.0,11.0,0.9299999999999997,28.530600000000007
